product_sk,product_code,category_id,valid_from,valid_to
1581,P104064,C10,2019-04-01,9999-12-31
1582,P104072,C05,2019-04-01,9999-12-31
1583,P104079,C12,2019-04-01,9999-12-31
1584,P104081,C04,2019-04-01,9999-12-31
1585,P104089,C07,2019-04-01,9999-12-31
1586,P104097,C10,2019-04-01,9999-12-31
1587,P104107,C08,2019-04-01,9999-12-31
1588,P104112,C10,2019-04-01,2024-05-31
1589,P104121,C13,2019-04-01,9999-12-31
1590,P104123,C10,2019-04-01,9999-12-31
1591,P104133,C12,2019-04-01,9999-12-31
1592,P104139,C12,2019-04-01,9999-12-31
1593,P104149,C06,2019-04-01,9999-12-31
1594,P104155,C04,2019-04-01,9999-12-31
1595,P104160,C12,2019-04-01,9999-12-31
1596,P104168,C02,2019-04-01,9999-12-31
1597,P104175,C04,2019-04-01,9999-12-31
1598,P104181,C10,2019-04-01,9999-12-31
1599,P104187,C06,2019-04-01,9999-12-31
1600,P104194,C03,2019-04-01,9999-12-31
1601,P104202,C12,2019-04-01,9999-12-31
1602,P104212,C08,2019-04-01,9999-12-31
1603,P104219,C09,2019-04-01,9999-12-31
1604,P104226,C04,2019-04-01,9999-12-31
1605,P104233,C05,2019-04-01,9999-12-31
1606,P104236,C03,2019-04-01,9999-12-31
1607,P104242,C10,2019-04-01,9999-12-31
1608,P104251,C01,2019-04-01,9999-12-31
1609,P104257,C06,2019-04-01,9999-12-31
1610,P104266,C07,2019-04-01,9999-12-31
1611,P104270,C05,2019-04-01,9999-12-31
1612,P104277,C10,2019-04-01,9999-12-31
1613,P104285,C02,2019-04-01,9999-12-31
1614,P104294,C10,2019-04-01,9999-12-31
1615,P104302,C09,2019-04-01,9999-12-31
1616,P104308,C01,2019-04-01,9999-12-31
1617,P104316,C03,2019-04-01,9999-12-31
1618,P104320,C12,2019-04-01,9999-12-31
1619,P104328,C02,2019-04-01,9999-12-31
1620,P104334,C02,2019-04-01,9999-12-31
1621,P104344,C03,2019-04-01,9999-12-31
1622,P104351,C05,2019-04-01,9999-12-31
1623,P104358,C09,2019-04-01,9999-12-31
1624,P104361,C09,2019-04-01,9999-12-31
1625,P104372,C06,2019-04-01,9999-12-31
1626,P104378,C14,2019-04-01,9999-12-31
1627,P104382,C02,2019-04-01,9999-12-31
1628,P104389,C13,2019-04-01,9999-12-31
1629,P104401,C10,2019-04-01,9999-12-31
1630,P104404,C09,2019-04-01,9999-12-31
1631,P104410,C03,2019-04-01,9999-12-31
1632,P104417,C10,2019-04-01,9999-12-31
1633,P104427,C08,2019-04-01,9999-12-31
1634,P104435,C10,2019-04-01,9999-12-31
1635,P104439,C01,2019-04-01,9999-12-31
1636,P104446,C01,2019-04-01,9999-12-31
1637,P104454,C11,2019-04-01,9999-12-31
1638,P104462,C06,2019-04-01,9999-12-31
1639,P104469,C09,2019-04-01,9999-12-31
1640,P104478,C01,2019-04-01,9999-12-31
1641,P104485,C09,2019-04-01,9999-12-31
1642,P104487,C14,2019-04-01,9999-12-31
1643,P104497,C02,2019-04-01,9999-12-31
1644,P104501,C04,2019-04-01,9999-12-31
1645,P104512,C11,2019-04-01,9999-12-31
1646,P104517,C04,2019-04-01,9999-12-31
1647,P104526,C02,2019-04-01,9999-12-31
1648,P104533,C06,2019-04-01,9999-12-31
1649,P104541,C05,2019-04-01,9999-12-31
1650,P104544,C06,2019-04-01,9999-12-31
1651,P104554,C09,2019-04-01,9999-12-31
1652,P104558,C10,2019-04-01,9999-12-31
1653,P104567,C10,2019-04-01,9999-12-31
1654,P104572,C11,2019-04-01,9999-12-31
1655,P104579,C12,2019-04-01,9999-12-31
1656,P104587,C06,2019-04-01,9999-12-31
1657,P104593,C09,2019-04-01,9999-12-31
1658,P104600,C11,2019-04-01,9999-12-31
1659,P104606,C10,2019-04-01,9999-12-31
1660,P104617,C01,2019-04-01,9999-12-31
1661,P104625,C12,2019-04-01,9999-12-31
1662,P104628,C13,2019-04-01,9999-12-31
1663,P104637,C10,2019-04-01,9999-12-31
1664,P104645,C04,2019-04-01,9999-12-31
1665,P104651,C09,2019-04-01,9999-12-31
1666,P104658,C02,2019-04-01,9999-12-31
1667,P104665,C10,2019-04-01,9999-12-31
1668,P104670,C01,2019-04-01,9999-12-31
1669,P104676,C01,2019-04-01,9999-12-31
1670,P104688,C11,2019-04-01,9999-12-31
1671,P104695,C06,2019-04-01,9999-12-31
1672,P104700,C04,2019-04-01,9999-12-31
1673,P104708,C03,2019-04-01,2024-05-31
1674,P104715,C08,2019-04-01,9999-12-31
1675,P104718,C10,2019-04-01,9999-12-31
1676,P104725,C13,2019-04-01,2024-05-31
1677,P104733,C07,2019-04-01,9999-12-31
1678,P104739,C03,2019-04-01,9999-12-31
1679,P104747,C10,2019-04-01,9999-12-31
1680,P104756,C09,2019-04-01,9999-12-31
1681,P104765,C14,2019-04-01,9999-12-31
1682,P104772,C03,2019-04-01,9999-12-31
1683,P104774,C11,2019-04-01,9999-12-31
1684,P104784,C14,2019-04-01,9999-12-31
1685,P104789,C12,2019-04-01,9999-12-31
1686,P104800,C09,2019-04-01,9999-12-31
1687,P104802,C13,2019-04-01,9999-12-31
1688,P104811,C07,2019-04-01,9999-12-31
1689,P104820,C03,2019-04-01,9999-12-31
1690,P104827,C12,2019-04-01,9999-12-31
1691,P104831,C09,2019-04-01,9999-12-31
1693,P104844,C02,2019-04-01,9999-12-31
1694,P104854,C12,2019-04-01,9999-12-31
1695,P104858,C10,2019-04-01,9999-12-31
1696,P104867,C11,2019-04-01,9999-12-31
1697,P104872,C14,2019-04-01,9999-12-31
1698,P104883,C02,2019-04-01,9999-12-31
1699,P104891,C09,2019-04-01,9999-12-31
1700,P104898,C11,2019-04-01,9999-12-31
1701,P104902,C08,2019-04-01,9999-12-31
1702,P104909,C12,2019-04-01,9999-12-31
1703,P104916,C08,2019-04-01,9999-12-31
1704,P104921,C07,2019-04-01,9999-12-31
1705,P104933,C07,2019-04-01,9999-12-31
1706,P104938,C09,2019-04-01,9999-12-31
1707,P104944,C13,2019-04-01,9999-12-31
1708,P104950,C01,2019-04-01,9999-12-31
1709,P104956,C13,2019-04-01,9999-12-31
1710,P104965,C11,2019-04-01,9999-12-31
1711,P104975,C04,2019-04-01,9999-12-31
1712,P104980,C11,2019-04-01,9999-12-31
1713,P104986,C13,2019-04-01,9999-12-31
1714,P104992,C04,2019-04-01,9999-12-31
1715,P105003,C08,2019-04-01,9999-12-31
1716,P105009,C01,2019-04-01,9999-12-31
1717,P105017,C08,2019-04-01,9999-12-31
1718,P105021,C09,2019-04-01,9999-12-31
1719,P105030,C13,2019-04-01,9999-12-31
1720,P105035,C12,2019-04-01,9999-12-31
1721,P105042,C01,2019-04-01,9999-12-31
1722,P105050,C02,2019-04-01,9999-12-31
1723,P105057,C13,2019-04-01,9999-12-31
1724,P105062,C01,2019-04-01,9999-12-31
1725,P105069,C03,2019-04-01,9999-12-31
1726,P105075,C01,2019-04-01,9999-12-31
1727,P105083,C08,2019-04-01,9999-12-31
1728,P105092,C03,2019-04-01,2024-05-31
1729,P105100,C13,2019-04-01,9999-12-31
1730,P105106,C01,2019-04-01,9999-12-31
1731,P105112,C11,2019-04-01,9999-12-31
1732,P105119,C13,2019-04-01,9999-12-31
1733,P105127,C11,2019-04-01,9999-12-31
1734,P105136,C12,2019-04-01,9999-12-31
1735,P105139,C10,2019-04-01,9999-12-31
1736,P105145,C04,2019-04-01,9999-12-31
1737,P105155,C06,2019-04-01,9999-12-31
1738,P105164,C04,2019-04-01,9999-12-31
1739,P105167,C05,2019-04-01,9999-12-31
1740,P105176,C07,2019-04-01,9999-12-31
1741,P105180,C01,2019-04-01,9999-12-31
1742,P105187,C04,2019-04-01,9999-12-31
1743,P105198,C14,2019-04-01,9999-12-31
1744,P105201,C05,2019-04-01,9999-12-31
1745,P105209,C08,2019-04-01,9999-12-31
1746,P105219,C07,2019-04-01,9999-12-31
1747,P105227,C14,2019-04-01,9999-12-31
1748,P105230,C14,2019-04-01,9999-12-31
1749,P105236,C09,2019-04-01,9999-12-31
1750,P105246,C05,2019-04-01,9999-12-31
1751,P105252,C01,2019-04-01,9999-12-31
1752,P105260,C14,2019-04-01,9999-12-31
1753,P105268,C13,2019-04-01,9999-12-31
1754,P105272,C10,2019-04-01,9999-12-31
1755,P105280,C02,2019-04-01,9999-12-31
1756,P105288,C12,2019-04-01,9999-12-31
1757,P105294,C13,2019-04-01,9999-12-31
1758,P105302,C02,2019-04-01,9999-12-31
1759,P105307,C05,2019-04-01,9999-12-31
1760,P105313,C12,2019-04-01,9999-12-31
1761,P105323,C06,2019-04-01,9999-12-31
1762,P105331,C02,2019-04-01,9999-12-31
1763,P105337,C11,2019-04-01,9999-12-31
1764,P105345,C06,2019-04-01,9999-12-31
1765,P105351,C13,2019-04-01,9999-12-31
1766,P105356,C06,2019-04-01,9999-12-31
1767,P105365,C09,2019-04-01,9999-12-31
1768,P105369,C13,2019-04-01,9999-12-31
2002,P107012,C11,2019-04-01,9999-12-31
1769,P105377,C14,2019-04-01,9999-12-31
1770,P105384,C10,2019-04-01,9999-12-31
1771,P105394,C03,2019-04-01,9999-12-31
1772,P105400,C01,2019-04-01,9999-12-31
1773,P105405,C05,2019-04-01,9999-12-31
1774,P105413,C09,2019-04-01,2024-05-31
1775,P105418,C13,2019-04-01,9999-12-31
1776,P105425,C05,2019-04-01,9999-12-31
1777,P105433,C13,2019-04-01,9999-12-31
1778,P105440,C11,2019-04-01,9999-12-31
1779,P105450,C12,2019-04-01,9999-12-31
1780,P105453,C07,2019-04-01,9999-12-31
1781,P105460,C13,2019-04-01,9999-12-31
1782,P105468,C05,2019-04-01,9999-12-31
1783,P105479,C10,2019-04-01,9999-12-31
1784,P105483,C13,2019-04-01,9999-12-31
1785,P105490,C03,2019-04-01,9999-12-31
1786,P105497,C14,2019-04-01,9999-12-31
1787,P105507,C12,2019-04-01,9999-12-31
1788,P105511,C07,2019-04-01,9999-12-31
1789,P105518,C07,2019-04-01,9999-12-31
1790,P105524,C01,2019-04-01,9999-12-31
1791,P105531,C10,2019-04-01,9999-12-31
1792,P105541,C08,2019-04-01,9999-12-31
1793,P105547,C10,2019-04-01,9999-12-31
1794,P105553,C09,2019-04-01,9999-12-31
1795,P105562,C10,2019-04-01,2024-05-31
1796,P105570,C02,2019-04-01,9999-12-31
1797,P105575,C02,2019-04-01,9999-12-31
1798,P105583,C03,2019-04-01,9999-12-31
1799,P105589,C01,2019-04-01,9999-12-31
1800,P105594,C10,2019-04-01,9999-12-31
1801,P105603,C03,2019-04-01,9999-12-31
1802,P105609,C04,2019-04-01,9999-12-31
1803,P105614,C07,2019-04-01,9999-12-31
1804,P105624,C02,2019-04-01,9999-12-31
1805,P105633,C11,2019-04-01,9999-12-31
1806,P105636,C04,2019-04-01,9999-12-31
1807,P105643,C04,2019-04-01,9999-12-31
1808,P105651,C13,2019-04-01,9999-12-31
1809,P105656,C04,2019-04-01,9999-12-31
1810,P105666,C04,2019-04-01,9999-12-31
1811,P105672,C12,2019-04-01,9999-12-31
1812,P105677,C01,2019-04-01,9999-12-31
1813,P105684,C05,2019-04-01,9999-12-31
1814,P105695,C11,2019-04-01,9999-12-31
1815,P105698,C13,2019-04-01,9999-12-31
1816,P105707,C14,2019-04-01,9999-12-31
1817,P105713,C06,2019-04-01,9999-12-31
1818,P105720,C12,2019-04-01,9999-12-31
1819,P105729,C01,2019-04-01,9999-12-31
1820,P105733,C07,2019-04-01,9999-12-31
1821,P105740,C01,2019-04-01,9999-12-31
1822,P105747,C13,2019-04-01,9999-12-31
1823,P105757,C06,2019-04-01,9999-12-31
1824,P105765,C07,2019-04-01,9999-12-31
1825,P105772,C07,2019-04-01,9999-12-31
1826,P105775,C12,2019-04-01,9999-12-31
1827,P105784,C12,2019-04-01,9999-12-31
1828,P105789,C13,2019-04-01,9999-12-31
1829,P105797,C08,2019-04-01,9999-12-31
1830,P105805,C12,2019-04-01,9999-12-31
1831,P105815,C10,2019-04-01,9999-12-31
1832,P105819,C07,2019-04-01,9999-12-31
1833,P105827,C02,2019-04-01,9999-12-31
1834,P105835,C02,2019-04-01,9999-12-31
1835,P105838,C04,2019-04-01,9999-12-31
1836,P105845,C13,2019-04-01,9999-12-31
1837,P105855,C11,2019-04-01,9999-12-31
1838,P105860,C12,2019-04-01,2024-05-31
1839,P105868,C11,2019-04-01,9999-12-31
1840,P105878,C06,2019-04-01,9999-12-31
1841,P105882,C13,2019-04-01,9999-12-31
1842,P105890,C05,2019-04-01,9999-12-31
1843,P105897,C14,2019-04-01,9999-12-31
1844,P105901,C10,2019-04-01,9999-12-31
1845,P105908,C05,2019-04-01,9999-12-31
1846,P105918,C08,2019-04-01,9999-12-31
1847,P105923,C06,2019-04-01,9999-12-31
1848,P105929,C01,2019-04-01,9999-12-31
1849,P105937,C13,2019-04-01,9999-12-31
1850,P105944,C09,2019-04-01,9999-12-31
1851,P105950,C04,2019-04-01,9999-12-31
1852,P105959,C03,2019-04-01,9999-12-31
1853,P105965,C11,2019-04-01,9999-12-31
1854,P105971,C05,2019-04-01,9999-12-31
1855,P105980,C14,2019-04-01,9999-12-31
1856,P105988,C11,2019-04-01,9999-12-31
1857,P105997,C11,2019-04-01,9999-12-31
1858,P106004,C06,2019-04-01,9999-12-31
1859,P106009,C06,2019-04-01,2024-05-31
1860,P106015,C10,2019-04-01,9999-12-31
1861,P106024,C08,2019-04-01,9999-12-31
1862,P106027,C04,2019-04-01,9999-12-31
1863,P106035,C13,2019-04-01,9999-12-31
1864,P106044,C03,2019-04-01,9999-12-31
1865,P106048,C09,2019-04-01,9999-12-31
1866,P106059,C08,2019-04-01,9999-12-31
1867,P106067,C02,2019-04-01,9999-12-31
1868,P106072,C14,2019-04-01,9999-12-31
1869,P106080,C14,2019-04-01,9999-12-31
1870,P106084,C05,2019-04-01,9999-12-31
1871,P106093,C14,2019-04-01,9999-12-31
1872,P106098,C09,2019-04-01,9999-12-31
1873,P106106,C08,2019-04-01,9999-12-31
1874,P106115,C01,2019-04-01,9999-12-31
1875,P106123,C04,2019-04-01,9999-12-31
1876,P106130,C04,2019-04-01,9999-12-31
1877,P106133,C03,2019-04-01,9999-12-31
1878,P106143,C08,2019-04-01,9999-12-31
1879,P106151,C14,2019-04-01,9999-12-31
1880,P106158,C05,2019-04-01,9999-12-31
1881,P106162,C04,2019-04-01,9999-12-31
1882,P106169,C08,2019-04-01,9999-12-31
1883,P106174,C12,2019-04-01,9999-12-31
1884,P106181,C04,2019-04-01,9999-12-31
1885,P106191,C04,2019-04-01,9999-12-31
1886,P106200,C09,2019-04-01,9999-12-31
1887,P106207,C07,2019-04-01,9999-12-31
1888,P106209,C14,2019-04-01,9999-12-31
1889,P106221,C01,2019-04-01,9999-12-31
1890,P106228,C13,2019-04-01,9999-12-31
1891,P106234,C14,2019-04-01,9999-12-31
1892,P106239,C04,2019-04-01,9999-12-31
1893,P106244,C10,2019-04-01,9999-12-31
1894,P106254,C04,2019-04-01,9999-12-31
1895,P106258,C05,2019-04-01,9999-12-31
1896,P106270,C04,2019-04-01,9999-12-31
1897,P106277,C02,2019-04-01,9999-12-31
1898,P106282,C07,2019-04-01,9999-12-31
1899,P106288,C02,2019-04-01,9999-12-31
1900,P106297,C03,2019-04-01,9999-12-31
1901,P106300,C14,2019-04-01,9999-12-31
1902,P106310,C08,2019-04-01,9999-12-31
1903,P106317,C10,2019-04-01,9999-12-31
1904,P106323,C06,2019-04-01,9999-12-31
1905,P106330,C08,2019-04-01,9999-12-31
1906,P106336,C03,2019-04-01,9999-12-31
1907,P106344,C04,2019-04-01,9999-12-31
1908,P106353,C03,2019-04-01,9999-12-31
1909,P106357,C09,2019-04-01,9999-12-31
1910,P106367,C02,2019-04-01,9999-12-31
1911,P106373,C06,2019-04-01,9999-12-31
1912,P106382,C12,2019-04-01,9999-12-31
1913,P106388,C04,2019-04-01,9999-12-31
1914,P106391,C05,2019-04-01,9999-12-31
1915,P106399,C09,2019-04-01,2024-05-31
1916,P106405,C07,2019-04-01,9999-12-31
1917,P106415,C09,2019-04-01,9999-12-31
1918,P106424,C02,2019-04-01,9999-12-31
1919,P106426,C01,2019-04-01,9999-12-31
1920,P106434,C14,2019-04-01,9999-12-31
1921,P106443,C06,2019-04-01,9999-12-31
1922,P106452,C11,2019-04-01,9999-12-31
1923,P106454,C02,2019-04-01,9999-12-31
1924,P106464,C09,2019-04-01,9999-12-31
1925,P106473,C03,2019-04-01,9999-12-31
1926,P106478,C06,2019-04-01,9999-12-31
1927,P106486,C09,2019-04-01,9999-12-31
1928,P106490,C04,2019-04-01,9999-12-31
1929,P106501,C08,2019-04-01,9999-12-31
1930,P106506,C01,2019-04-01,9999-12-31
1931,P106512,C08,2019-04-01,9999-12-31
1932,P106522,C05,2019-04-01,9999-12-31
1933,P106528,C09,2019-04-01,9999-12-31
1934,P106534,C08,2019-04-01,9999-12-31
1935,P106542,C01,2019-04-01,9999-12-31
1936,P106550,C13,2019-04-01,9999-12-31
1937,P106553,C08,2019-04-01,9999-12-31
1938,P106563,C09,2019-04-01,9999-12-31
1939,P106566,C07,2019-04-01,9999-12-31
1940,P106577,C11,2019-04-01,9999-12-31
1941,P106584,C12,2019-04-01,9999-12-31
1942,P106592,C05,2019-04-01,9999-12-31
1943,P106599,C02,2019-04-01,9999-12-31
1944,P106602,C02,2019-04-01,9999-12-31
1945,P106611,C14,2019-04-01,9999-12-31
1946,P106620,C09,2019-04-01,9999-12-31
1947,P106624,C04,2019-04-01,9999-12-31
1948,P106629,C01,2019-04-01,9999-12-31
1949,P106639,C14,2019-04-01,9999-12-31
1950,P106648,C02,2019-04-01,9999-12-31
1951,P106651,C04,2019-04-01,9999-12-31
1952,P106659,C10,2019-04-01,9999-12-31
1953,P106669,C06,2019-04-01,9999-12-31
1954,P106671,C11,2019-04-01,9999-12-31
1955,P106679,C12,2019-04-01,9999-12-31
1956,P106686,C06,2019-04-01,9999-12-31
1957,P106697,C10,2019-04-01,9999-12-31
1958,P106703,C11,2019-04-01,9999-12-31
1959,P106710,C03,2019-04-01,9999-12-31
1960,P106718,C07,2019-04-01,9999-12-31
1961,P106720,C13,2019-04-01,9999-12-31
1962,P106731,C12,2019-04-01,9999-12-31
1963,P106735,C03,2019-04-01,9999-12-31
1964,P106745,C08,2019-04-01,9999-12-31
1965,P106751,C11,2019-04-01,9999-12-31
1966,P106757,C02,2019-04-01,9999-12-31
1967,P106765,C13,2019-04-01,9999-12-31
1968,P106773,C08,2019-04-01,9999-12-31
1969,P106776,C02,2019-04-01,9999-12-31
1970,P106783,C07,2019-04-01,9999-12-31
1971,P106793,C05,2019-04-01,9999-12-31
1972,P106802,C05,2019-04-01,9999-12-31
1973,P106807,C08,2019-04-01,9999-12-31
1974,P106813,C09,2019-04-01,9999-12-31
1975,P106823,C10,2019-04-01,9999-12-31
1976,P106830,C01,2019-04-01,9999-12-31
1977,P106833,C07,2019-04-01,9999-12-31
1978,P106844,C01,2019-04-01,9999-12-31
1979,P106848,C12,2019-04-01,9999-12-31
1980,P106858,C07,2019-04-01,9999-12-31
1981,P106865,C03,2019-04-01,9999-12-31
1982,P106872,C01,2019-04-01,9999-12-31
1983,P106877,C04,2019-04-01,9999-12-31
1984,P106885,C01,2019-04-01,9999-12-31
1985,P106891,C02,2019-04-01,9999-12-31
1986,P106900,C02,2019-04-01,9999-12-31
1987,P106907,C04,2019-04-01,9999-12-31
1988,P106911,C04,2019-04-01,9999-12-31
1989,P106920,C04,2019-04-01,9999-12-31
1990,P106927,C11,2019-04-01,9999-12-31
1991,P106934,C04,2019-04-01,9999-12-31
1992,P106942,C11,2019-04-01,9999-12-31
1993,P106948,C06,2019-04-01,9999-12-31
1994,P106955,C02,2019-04-01,9999-12-31
1995,P106958,C07,2019-04-01,9999-12-31
1996,P106965,C11,2019-04-01,9999-12-31
1997,P106975,C13,2019-04-01,9999-12-31
1998,P106984,C11,2019-04-01,9999-12-31
1999,P106989,C01,2019-04-01,9999-12-31
2000,P106997,C14,2019-04-01,9999-12-31
2001,P107003,C04,2019-04-01,9999-12-31
2003,P107018,C06,2019-04-01,9999-12-31
2004,P107026,C08,2019-04-01,9999-12-31
2005,P107028,C01,2019-04-01,9999-12-31
2006,P107040,C02,2019-04-01,9999-12-31
2007,P107047,C14,2019-04-01,9999-12-31
2008,P107053,C02,2019-04-01,9999-12-31
2009,P107056,C03,2019-04-01,9999-12-31
2010,P107063,C10,2019-04-01,9999-12-31
2011,P107072,C10,2019-04-01,2024-05-31
2012,P107078,C12,2019-04-01,9999-12-31
2013,P107089,C02,2019-04-01,9999-12-31
2014,P107094,C08,2019-04-01,9999-12-31
2015,P107100,C14,2019-04-01,9999-12-31
2016,P107110,C01,2019-04-01,9999-12-31
2017,P107115,C11,2019-04-01,9999-12-31
2018,P107119,C13,2019-04-01,9999-12-31
2019,P107126,C14,2019-04-01,9999-12-31
2020,P107137,C12,2019-04-01,9999-12-31
2021,P107145,C10,2019-04-01,9999-12-31
2022,P107149,C03,2019-04-01,9999-12-31
2023,P107158,C13,2019-04-01,9999-12-31
2024,P107163,C06,2019-04-01,9999-12-31
2025,P107171,C14,2019-04-01,9999-12-31
2026,P107178,C14,2019-04-01,9999-12-31
2027,P107182,C13,2019-04-01,9999-12-31
2028,P107190,C13,2019-04-01,9999-12-31
2029,P107197,C07,2019-04-01,9999-12-31
2030,P107208,C02,2019-04-01,9999-12-31
2031,P107215,C09,2019-04-01,9999-12-31
2032,P107217,C10,2019-04-01,9999-12-31
2033,P107226,C03,2019-04-01,9999-12-31
2034,P107231,C04,2019-04-01,9999-12-31
2035,P107242,C02,2019-04-01,9999-12-31
2036,P107246,C03,2019-04-01,9999-12-31
2037,P107253,C12,2019-04-01,9999-12-31
2038,P107264,C03,2019-04-01,9999-12-31
2039,P107266,C11,2019-04-01,9999-12-31
2040,P107278,C14,2019-04-01,9999-12-31
2041,P107282,C04,2019-04-01,9999-12-31
2042,P107292,C14,2019-04-01,9999-12-31
2043,P107294,C11,2019-04-01,9999-12-31
2044,P107301,C04,2019-04-01,9999-12-31
2045,P107308,C03,2019-04-01,9999-12-31
2046,P107320,C14,2019-04-01,9999-12-31
2047,P107327,C04,2019-04-01,9999-12-31
2048,P107330,C03,2019-04-01,9999-12-31
2049,P107337,C06,2019-04-01,9999-12-31
2050,P107346,C05,2019-04-01,9999-12-31
2051,P107354,C10,2019-04-01,9999-12-31
2052,P107362,C03,2019-04-01,9999-12-31
2053,P107365,C09,2019-04-01,9999-12-31
2054,P107373,C12,2019-04-01,9999-12-31
2055,P107381,C10,2019-04-01,9999-12-31
2056,P107385,C05,2019-04-01,9999-12-31
2057,P107393,C14,2019-04-01,9999-12-31
2058,P107400,C13,2019-04-01,9999-12-31
2059,P107409,C02,2019-04-01,9999-12-31
2060,P107414,C02,2019-04-01,9999-12-31
2061,P107422,C02,2019-04-01,9999-12-31
2062,P107432,C02,2019-04-01,9999-12-31
2063,P107435,C07,2019-04-01,9999-12-31
2064,P107446,C07,2019-04-01,9999-12-31
2065,P107449,C09,2019-04-01,9999-12-31
2066,P107458,C04,2019-04-01,9999-12-31
2067,P107463,C07,2019-04-01,9999-12-31
2068,P107472,C06,2019-04-01,9999-12-31
2069,P107477,C11,2019-04-01,9999-12-31
2070,P107488,C13,2019-04-01,9999-12-31
2071,P107495,C14,2019-04-01,9999-12-31
2072,P107502,C08,2019-04-01,9999-12-31
2073,P107508,C09,2019-04-01,9999-12-31
2074,P107516,C07,2019-04-01,9999-12-31
2075,P107520,C05,2019-04-01,9999-12-31
2076,P107526,C13,2019-04-01,9999-12-31
2077,P107536,C04,2019-04-01,9999-12-31
2078,P107542,C12,2019-04-01,9999-12-31
2079,P107549,C01,2019-04-01,9999-12-31
2080,P107555,C04,2019-04-01,9999-12-31
2081,P107564,C14,2019-04-01,9999-12-31
2082,P107568,C11,2019-04-01,9999-12-31
2083,P107575,C12,2019-04-01,9999-12-31
2084,P107581,C10,2019-04-01,9999-12-31
2085,P107589,C08,2019-04-01,9999-12-31
2086,P107597,C02,2019-04-01,9999-12-31
2087,P107605,C09,2019-04-01,9999-12-31
2088,P107609,C01,2019-04-01,9999-12-31
2089,P107621,C12,2019-04-01,9999-12-31
2090,P107623,C07,2019-04-01,9999-12-31
2091,P107630,C03,2019-04-01,9999-12-31
2092,P107639,C10,2019-04-01,9999-12-31
2093,P107646,C06,2019-04-01,9999-12-31
2094,P107654,C10,2019-04-01,9999-12-31
2095,P107662,C13,2019-04-01,9999-12-31
2096,P107667,C10,2019-04-01,9999-12-31
2097,P107676,C06,2019-04-01,9999-12-31
2098,P107681,C07,2019-04-01,9999-12-31
2099,P107686,C08,2019-04-01,9999-12-31
2100,P107695,C08,2019-04-01,9999-12-31
2101,P107705,C09,2019-04-01,9999-12-31
2102,P107708,C04,2019-04-01,9999-12-31
2103,P107715,C07,2019-04-01,9999-12-31
2104,P107721,C12,2019-04-01,9999-12-31
2105,P107733,C11,2019-04-01,9999-12-31
2106,P107740,C09,2019-04-01,9999-12-31
2107,P107743,C10,2019-04-01,9999-12-31
2108,P107753,C12,2019-04-01,9999-12-31
2109,P107759,C04,2019-04-01,9999-12-31
2110,P107767,C05,2019-04-01,9999-12-31
2111,P107775,C05,2019-04-01,9999-12-31
2112,P107777,C12,2019-04-01,9999-12-31
2113,P107784,C09,2019-04-01,9999-12-31
2114,P107795,C14,2019-04-01,9999-12-31
2115,P107799,C02,2019-04-01,9999-12-31
2116,P107807,C02,2019-04-01,9999-12-31
2117,P107815,C10,2019-04-01,9999-12-31
2118,P107822,C01,2019-04-01,9999-12-31
2119,P107826,C13,2019-04-01,2024-05-31
2120,P107837,C03,2019-04-01,9999-12-31
2121,P107843,C07,2019-04-01,9999-12-31
2122,P107848,C06,2019-04-01,9999-12-31
2123,P107859,C05,2019-04-01,9999-12-31
2124,P107863,C08,2019-04-01,9999-12-31
2125,P107872,C05,2019-04-01,9999-12-31
2126,P107880,C02,2019-04-01,9999-12-31
2127,P107884,C01,2019-04-01,9999-12-31
2128,P107890,C11,2019-04-01,9999-12-31
2129,P107899,C11,2019-04-01,9999-12-31
2130,P107903,C07,2019-04-01,2024-05-31
2131,P107914,C08,2019-04-01,9999-12-31
2132,P107920,C01,2019-04-01,9999-12-31
2133,P107925,C05,2019-04-01,9999-12-31
2134,P107933,C09,2019-04-01,9999-12-31
2135,P107943,C13,2019-04-01,9999-12-31
2136,P107946,C04,2019-04-01,9999-12-31
2137,P107952,C04,2019-04-01,9999-12-31
2138,P107960,C09,2019-04-01,9999-12-31
2139,P107966,C04,2019-04-01,9999-12-31
2140,P107973,C02,2019-04-01,9999-12-31
2141,P107984,C08,2019-04-01,9999-12-31
2142,P107989,C08,2019-04-01,9999-12-31
2143,P107996,C05,2019-04-01,9999-12-31
2144,P108001,C12,2019-04-01,9999-12-31
2145,P108008,C03,2019-04-01,9999-12-31
2146,P108017,C12,2019-04-01,9999-12-31
2147,P108026,C01,2019-04-01,9999-12-31
2148,P108032,C09,2019-04-01,9999-12-31
2149,P108041,C14,2019-04-01,9999-12-31
2150,P108046,C01,2019-04-01,9999-12-31
2151,P108050,C05,2019-04-01,9999-12-31
2152,P108060,C07,2019-04-01,9999-12-31
2153,P108067,C04,2019-04-01,9999-12-31
2154,P108076,C13,2019-04-01,9999-12-31
2155,P108082,C03,2019-04-01,9999-12-31
2156,P108090,C11,2019-04-01,9999-12-31
2157,P108097,C10,2019-04-01,9999-12-31
2158,P108101,C09,2019-04-01,9999-12-31
2159,P108110,C01,2019-04-01,9999-12-31
2160,P108118,C11,2019-04-01,9999-12-31
2161,P108125,C12,2019-04-01,9999-12-31
2162,P108131,C02,2019-04-01,9999-12-31
2163,P108135,C04,2019-04-01,9999-12-31
